shortsymbols,vmsize,filesize
_$LT$bd_proto..protos..client..api..stats_upload_request..Snapshot$u20$as$u20$protobuf..message..Message$GT$::merge_from::hd284622209d88caf,1748,1946
_$LT$regex_syntax..hir..translate..TranslatorI$u20$as$u20$regex_syntax..ast..visitor..Visitor$GT$::visit_class_set_binary_op_post::hd709ca572c93efa0,1728,1934
sketches_rust::store::Store::encode::hdedf592308549f68,1812,1921
_$LT$bd_proto..protos..config..v1..config..LogMatcher$u20$as$u20$protobuf..message..Message$GT$::merge_from::h8fd95622dc76acbe,1728,1912
_$LT$regex_syntax..ast..Error$u20$as$u20$core..fmt..Display$GT$::fmt::h81318cf2a4d6f76e,1768,1912
_$LT$aho_corasick..packed..teddy..builder..aarch64..SlimNeon$LT$4_usize$GT$$u20$as$u20$aho_corasick..packed..teddy..builder..SearcherT$GT$::find::h404e24b998e17d0f,1688,1909
bd_session::Strategy::start_new_session::h0e109b0758e3a5e7,1792,1907
[section .relro_padding],1904,0
_$LT$bd_proto..protos..log_matcher..log_matcher..LogMatcher$u20$as$u20$protobuf..message..Message$GT$::merge_from::hcb6bc252440b95c2,1712,1903
bd_buffer::buffer::non_volatile_ring_buffer::common_consumer_start_read::he3fb07025847a454,1756,1902
alloc::collections::btree::map::BTreeMap$LT$K$C$V$C$A$GT$::bulk_build_from_sorted_iter::hace72ede089f5d4f,1736,1896
_$LT$alloc..string..String$u20$as$u20$core..fmt..Display$GT$::fmt::haae2c72211ff1cd8,480,1890
regex_syntax::hir::translate::Translator::translate::hb6a4bd7d18a4772b,1752,1877
_$LT$regex_syntax..hir..Error$u20$as$u20$core..fmt..Display$GT$::fmt::h9811b6d03a313d3d,1732,1876
_$LT$bd_proto..protos..config..v1..config..BufferConfig$u20$as$u20$protobuf..message..Message$GT$::merge_from::h47dfecf82da76212,1688,1874
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::create_cache::h2ad277b1c7060e58,1676,1873
_$LT$aho_corasick..packed..teddy..builder..aarch64..SlimNeon$LT$3_usize$GT$$u20$as$u20$aho_corasick..packed..teddy..builder..SearcherT$GT$::find::hbae265703ebcc1a1,1632,1853
bd_logger::log_replay::ProcessingPipeline::process_flush_buffers_actions::he393ad2db2f72bbd,1704,1852
core::ptr::swap_nonoverlapping_bytes::h0de2a58d68cb8113,1184,1850
jni::wrapper::objects::jmap::JMap::iter::h367ca4b4991a2538,1732,1842
regex_syntax::unicode::gencat::h619520a225a1f991,1728,1832
regex_syntax::ast::parse::ParserI$LT$P$GT$::parse_hex_digits::h04eeeabd4f326a43,1688,1823
_$LT$regex_syntax..ast..ClassSet$u20$as$u20$core..ops..drop..Drop$GT$::drop::heba6920cd892de49,1668,1819
regex_syntax::ast::parse::ParserI$LT$P$GT$::parse_set_class_open::hdd1aa1d4c7759e80,1680,1819
parking_lot::raw_rwlock::RawRwLock::lock_exclusive_slow::h19bb34831ad42384,1676,1807
_$LT$aho_corasick..packed..teddy..builder..aarch64..SlimNeon$LT$2_usize$GT$$u20$as$u20$aho_corasick..packed..teddy..builder..SearcherT$GT$::find::h22915271d61e2ec0,1576,1797
alloc::vec::partial_eq::_$LT$impl$u20$core..cmp..PartialEq$LT$alloc..vec..Vec$LT$U$C$A2$GT$$GT$$u20$for$u20$alloc..vec..Vec$LT$T$C$A1$GT$$GT$::eq::h330a8070ae4b1000,1572,1792
bd_buffer::ring_buffer::Manager::buffers::h5d827bf177cdd11b,1668,1782
bd_api::api::Api::write_kill_file::_$u7b$$u7b$closure$u7d$$u7d$::h1eb3fe418625eb10,1644,1781
regex_syntax::ast::parse::ParserI$LT$P$GT$::parse_uncounted_repetition::h059da498bc2e8188,1636,1781
jni::wrapper::jnienv::JNIEnv::call_method_unchecked::hd09f54d899b73630,1652,1776
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::h9477712ddb49e093,1620,1772
tokio::fs::read_dir::ReadDir::poll_next_entry::h5b64f9b565686560,1648,1766
regex_automata::hybrid::dfa::Lazy::clear_cache::ha4f9a020004684d9,1636,1756
flatbuffers::verifier::TableVerifier::visit_field::he26848b0220fd863,1628,1753
regex_automata::meta::stopat::hybrid_try_search_half_fwd::hb1d31d18a0168a66,1612,1743
bd_logger::async_log_buffer::AsyncLogBuffer$LT$R$GT$::process_all_logs::_$u7b$$u7b$closure$u7d$$u7d$::_$u7b$$u7b$closure$u7d$$u7d$::hb27dbb92d48c2322,1516,1722
_$LT$bd_proto..protos..filter..filter..filter..Transform$u20$as$u20$protobuf..message..Message$GT$::merge_from::hb18c04dfda3caeab,1532,1719
aho_corasick::nfa::noncontiguous::Compiler::fill_failure_transitions::h7728ed3b3c1c67ed,1572,1715
tokio::runtime::time::_$LT$impl$u20$tokio..runtime..time..handle..Handle$GT$::process_at_time::hb4f3b10f97b6f2f8,1548,1715
bd_logger::client_config::TailConfigurations::maybe_stream_log::h763aa84e3f0706ac,1568,1706
_$LT$bd_proto..protos..client..artifact..artifact_upload_index..Artifact$u20$as$u20$protobuf..message..Message$GT$::merge_from::h927f8471fb73abed,1500,1704
bd_crash_handler::global_state::Tracker::maybe_update_global_state::hc31f0cfc465e203f,1560,1702
alloc::collections::btree::set::BTreeSet$LT$T$C$A$GT$::is_disjoint::hbafe9a9453175190,1560,1700
_$LT$capture..jni..MetadataProvider$u20$as$u20$bd_log_metadata..MetadataProvider$GT$::fields::hb4b32a79fa454035,1524,1692
aho_corasick::nfa::noncontiguous::QueuedSet::insert::hd4ebcc13b8f39096,1564,1689
_$LT$aho_corasick..packed..teddy..builder..aarch64..SlimNeon$LT$1_usize$GT$$u20$as$u20$aho_corasick..packed..teddy..builder..SearcherT$GT$::find::h28d8c61aa9040491,1460,1681
bd_key_value::Store::set_internal::ha573937389b7055c,1572,1681
_$LT$bd_logger..internal..InternalLogger$u20$as$u20$bd_internal_logging..Logger$GT$::log::h2f9a547cd6b7bf04,1504,1668
_$LT$alloc..collections..btree..set..Intersection$LT$T$C$A$GT$$u20$as$u20$core..iter..traits..iterator..Iterator$GT$::next::h5e477fa35897be77,1468,1667
bd_buffer::ring_buffer::RingBuffer::new::hae2a2e2d0c46121b,1552,1666
core::iter::adapters::flatten::and_then_or_clear::h7ee3b8aa1c67f35c,1544,1665
[ELF Headers],0,1664
aho_corasick::util::prefilter::Builder::add::hb4ac725f44990b54,1544,1660
aho_corasick::dfa::Builder::finish_build_one_start::h0be02ab07ff0f12c,1524,1649
core::ptr::drop_in_place$LT$bd_logger..async_log_buffer..AsyncLogBuffer$LT$bd_logger..log_replay..LoggerReplay$GT$..run_with_shutdown..$u7b$$u7b$closure$u7d$$u7d$$GT$::h86eba175c14040c2,1400,1642
core::unicode::unicode_data::alphabetic::OFFSETS::h3f6b777c2073c995,1515,1637
_$LT$regex_syntax..ast..ErrorKind$u20$as$u20$core..fmt..Display$GT$::fmt::hfd423cb553bc77c9,1484,1632
parking_lot::raw_mutex::RawMutex::lock_slow::he375d92d35a2cf35,1512,1629
env_filter::filter::Filter::matches::hbbe6c81dd2f35387,1516,1625
_$LT$alloc..collections..btree..set..BTreeSet$LT$T$GT$$u20$as$u20$core..iter..traits..collect..FromIterator$LT$T$GT$$GT$::from_iter::hfe433381542454d4,1412,1620
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::search_half::h8b283b21072a626b,1424,1620
Java_io_bitdrift_capture_Jni_runtimeValue,1526,1619
_$LT$aho_corasick..nfa..contiguous..NFA$u20$as$u20$aho_corasick..automaton..Automaton$GT$::next_state::h670151f715b871cc,1256,1612
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::h4ba584b9fac47fc2,1484,1612
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::h6d7d5c020047f30f,1484,1612
rustc_demangle::v0::Printer::print_type::hce98abc8aae3c688,1492,1606
_$LT$bd_log_matcher..version..Version$u20$as$u20$core..fmt..Display$GT$::fmt::ha6f3da6c90bc57f2,1452,1604
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::hd845b2070ba2b1d5,1476,1604
core::ptr::drop_in_place$LT$bd_api..api..StreamState$GT$::h011b21875cb5d17a,1468,1599
aho_corasick::automaton::try_find_overlapping_fwd::hf4e8e6d4f7c87d18,1468,1593
flatbuffers::verifier::TableVerifier::visit_field::h016e73d008fac5d5,1468,1593
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::ha58eef774f585d53,1460,1588
regex_syntax::ast::parse::ParserI$LT$P$GT$::pop_group_end::h699457f4dbbf5226,1444,1576
bd_key_value::Store::get::h3f63fa0902c49f04,1476,1575
capture::jni::initialize_method_handle::he00ff4b3c236965b,1460,1573
_$LT$bd_log_matcher..matcher..Tree$u20$as$u20$core..cmp..PartialEq$GT$::eq::hb53eb0e2df2ea44b,1416,1566
_$LT$bd_artifact_upload..uploader..UploadClient$u20$as$u20$bd_artifact_upload..uploader..Client$GT$::enqueue_upload::h73f308751f7b9d5b,1372,1564
hashbrown::raw::RawTable$LT$T$C$A$GT$::reserve_rehash::hc0959c834def26f2,1432,1560
core::iter::traits::iterator::Iterator::collect::h60d2b64d5aef51a1,1440,1558
flatbuffers::verifier::Verifier::visit_table::he5cb43ec0d5dc6f0,1320,1558
_$LT$regex_syntax..utf8..Utf8Sequences$u20$as$u20$core..iter..traits..iterator..Iterator$GT$::next::h88d97bc8bcc88147,1360,1534
flatbuffers::builder::FlatBufferBuilder$LT$A$GT$::write_vtable::hebf01053532e644c,1392,1530
parking_lot::condvar::Condvar::wait_until_internal::hec7c3d75b31e6419,1400,1525
std::io::error::Error::kind::h8555189a328c15cc,1224,1521
std::fs::DirBuilder::create_dir_all::hd7f8258db8a7339a,1408,1518
_$LT$capture..jni..ErrorReporterHandle$u20$as$u20$bd_client_common..error..Reporter$GT$::report::h543318482473ba17,1344,1515
_$LT$bd_client_common..file_system..RealFileSystem$u20$as$u20$bd_client_common..file_system..FileSystem$GT$::exists::_$u7b$$u7b$closure$u7d$$u7d$::h3e4ff57fb9aa5b14,1292,1514
bd_artifact_upload::uploader::Uploader::write_index::_$u7b$$u7b$closure$u7d$$u7d$::h90e34d1fecc2e138,1356,1512
core::fmt::Formatter::pad_integral::h880e2f2bd2e5ad73,1400,1508
_$LT$regex_automata..meta..strategy..ReverseSuffix$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::search_half::hf745e369767b64fb,1308,1505
[section .plt],1504,1504
bd_client_stats::Stats::flush_handle::hf09d71a07c3ab1de,1392,1504
_$LT$bd_proto..protos..client..runtime..Runtime$u20$as$u20$protobuf..message..Message$GT$::merge_from::hc7251f76dbc190a1,1324,1502
platform_shared::LoggerHolder::start::_$u7b$$u7b$closure$u7d$$u7d$::_$u7b$$u7b$closure$u7d$$u7d$::h9cee89f0bf0f0abb,1328,1500
core::num::flt2dec::strategy::grisu::format_exact_opt::hffda7385d0d34158,1372,1497
regex_automata::util::captures::Captures::interpolate_string_into::hdcbca6618fbce85b,1356,1495
regex_automata::nfa::thompson::compiler::Compiler::c_alt_iter::hd56c6914c1544be7,1360,1494
flatbuffers::verifier::Verifier::verify_union_variant::h706fd61f7bb15df4,1356,1484
_$LT$bd_proto..protos..workflow..workflow..workflow..Transition$u20$as$u20$protobuf..message..Message$GT$::merge_from::h83dee1e1162a8fd9,1288,1483
bd_client_stats::file_manager::InitializedInner::write_index::_$u7b$$u7b$closure$u7d$$u7d$::he5bc25c8655fc163,1316,1483
jni::wrapper::objects::jmap::JMapIter::next::h063ccc52b205c003,1368,1482
_$LT$bd_proto..protos..workflow..workflow..workflow..TransitionExtension$u20$as$u20$protobuf..message..Message$GT$::merge_from::h82abb7c5df43714b,1272,1476
core::ptr::drop_in_place$LT$bd_logger..log_replay..ProcessingPipeline..finish_blocking_log_processing..$u7b$$u7b$closure$u7d$$u7d$$GT$::h01fcd12506191e36,1264,1474
bd_proto::flatbuffers::buffer_log::bitdrift_public::fbs::logging::v_1::Log::create::hc1e11283432b9b2f,1316,1469
bd_client_stats::file_manager::FileManager::new::hb9f83eef986bf537,1344,1467
_$LT$bd_proto..protos..workflow..workflow..workflow..action..ActionEmitMetric$u20$as$u20$protobuf..message..Message$GT$::merge_from::h1b9e77393e0be2ba,1256,1465
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::h108da118c78fa044,1312,1464
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::h56c55c2e1db65f38,1312,1464
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::h6e8ae76337ad6064,1312,1464
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::hd1b2dd537ef4d2a8,1312,1464
_$LT$bd_buffer..buffer..non_volatile_ring_buffer..ProducerImpl$u20$as$u20$bd_buffer..buffer..RingBufferProducer$GT$::commit::h0ffff7ad829dac81,1264,1464
tokio::runtime::scheduler::current_thread::_$LT$impl$u20$tokio..runtime..task..Schedule$u20$for$u20$alloc..sync..Arc$LT$tokio..runtime..scheduler..current_thread..Handle$GT$$GT$::schedule::h105cbb38fcfd6ff0,1200,1461
core::ptr::drop_in_place$LT$bd_logger..log_replay..ProcessingPipeline..new..$u7b$$u7b$closure$u7d$$u7d$$GT$::h24241281d573c892,1276,1458
bd_api::api::Api::handshake_request::hc450605882135973,1348,1457
regex_syntax::ast::parse::ParserI$LT$P$GT$::bump_space::h41c49936e098aba8,1328,1457
regex_syntax::hir::Hir::class::hf5b04ba0530de104,1244,1450
_$LT$rustc_demangle..v0..Ident$u20$as$u20$core..fmt..Display$GT$::fmt::hd3ed72cf4e7c35dd,1304,1449
_$LT$alloc..boxed..Box$LT$T$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::h685e456e8f5596be,1296,1448
core::ptr::drop_in_place$LT$bd_buffer..ring_buffer..Manager..resolve_buffer_updates..$u7b$$u7b$closure$u7d$$u7d$$GT$::h78cc5aa3a3e17cf4,1252,1444
core::ptr::drop_in_place$LT$$LT$bd_logger..service..Uploader$u20$as$u20$tower_service..Service$LT$bd_logger..service..UploadRequest$GT$$GT$..call..$u7b$$u7b$closure$u7d$$u7d$$GT$::ha695534221b697fc,1180,1434
regex_automata::meta::reverse_inner::flatten::hfbc64262688392a7,1304,1423
aho_corasick::nfa::noncontiguous::Compiler::shuffle::hf0169760761f0106,1296,1421
bd_logger::metadata::partition_fields::h8ce04bc37776edf5,1308,1420
core::num::flt2dec::strategy::grisu::CACHED_POW10::h897609abda3d482a,1296,1417
_$LT$bd_logger..service..ratelimit..RateLimit$LT$S$GT$$u20$as$u20$tower_service..Service$LT$Request$GT$$GT$::call::_$u7b$$u7b$closure$u7d$$u7d$::hdfe16109a7bbf6f9,1196,1416
memchr::memmem::searcher::searcher_kind_two_way_with_prefilter::hdfa91d0706eb53fc,1280,1416
protobuf::coded_input_stream::CodedInputStream::read_raw_varint32_or_eof::h16ae55d284d59d71,1120,1416
_$LT$bd_client_common..file_system..RealFileSystem$u20$as$u20$bd_client_common..file_system..FileSystem$GT$::read_file::_$u7b$$u7b$closure$u7d$$u7d$::h74653ed814e6795f,1188,1413
regex::regex::string::Regex::captures_at::h315f90b06a1f2537,1296,1409
core::num::flt2dec::strategy::grisu::format_shortest_opt::h153ea573b7907cf6,1280,1408
libunwind::DwarfInstructions<>::stepWithDwarf(),1244,1406
tokio::sync::notify::Notified::poll_notified::hfbfdf15c24162814,1288,1405
_$LT$bd_buffer..buffer..non_volatile_ring_buffer..ConsumerImpl$u20$as$u20$bd_buffer..buffer..RingBufferConsumer$GT$::read::_$u7b$$u7b$closure$u7d$$u7d$::hf3b390bce0e02be0,1172,1400
memchr::memmem::searcher::searcher_kind_neon::h94e769d7e56a3e0a,1280,1398
bd_logger::logger::Logger::new::h37bedffbc95f0a2c,1292,1395
core::ptr::drop_in_place$LT$bd_logger..async_log_buffer..AsyncLogBuffer$LT$bd_logger..log_replay..LoggerReplay$GT$$GT$::hd2e2b008e70deb99,1196,1390
core::ptr::drop_in_place$LT$alloc..vec..Vec$LT$bd_proto..protos..workflow..workflow..Workflow$GT$$GT$::h2e32239e87771db1,1212,1388
bd_client_stats_store::Collector::dynamic_histogram::h31d7ce297b676192,1260,1387
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::search::h9a022542dc391565,1196,1386
_$LT$time..offset_date_time..OffsetDateTime$u20$as$u20$core..ops..arith..Sub$LT$core..time..Duration$GT$$GT$::sub::h8b311da79b4806b3,1192,1382
_$LT$time..offset_date_time..OffsetDateTime$u20$as$u20$core..ops..arith..Add$LT$core..time..Duration$GT$$GT$::add::hd45429e6c281876c,1188,1378
_$LT$bd_proto..protos..client..api..UploadArtifactResponse$u20$as$u20$protobuf..message..Message$GT$::merge_from::ha63f6bbdb6ea949e,344,1374
core::ptr::drop_in_place$LT$bd_workflows..actions_flush_buffers..Negotiator$GT$::he1c6352c3c5cbed9,1220,1374
_$LT$regex_syntax..hir..Hir$u20$as$u20$core..ops..drop..Drop$GT$::drop::hf45b03cd55146b29,1224,1370
bd_log_matcher::matcher::Tree::do_match::h8cffed4f76ced6e4,1256,1369
bd_log_matcher::matcher::Tree::do_match::hc0a271fec43c65b1,1256,1369
bd_log_matcher::matcher::Tree::do_match::hfb94621db91247d8,1256,1369
_$LT$capture..key_value_storage..PreferencesHandle$u20$as$u20$bd_key_value..Storage$GT$::get_string::hb0339fec360f92d6,1192,1368
rustc_demangle::v0::Printer::print_type::_$u7b$$u7b$closure$u7d$$u7d$::h4ffd5f37af996a50,1220,1364
_$LT$alloc..collections..btree..map..BTreeMap$LT$K$C$V$C$A$GT$$u20$as$u20$core..clone..Clone$GT$::clone::clone_subtree::h8c36d4fdad42f58d,1168,1362
bd_client_stats_store::Collector::dynamic_counter::h0fb7edb2149b254e,1236,1361
capture::jni::initialize_method_handle::h387848a2db19a7d6,1248,1361
_$LT$tokio..sync..batch_semaphore..Acquire$u20$as$u20$core..future..future..Future$GT$::poll::h2fad6aee7ddcccbd,1192,1360
_$LT$bd_client_common..file_system..RealFileSystem$u20$as$u20$bd_client_common..file_system..FileSystem$GT$::write_file::_$u7b$$u7b$closure$u7d$$u7d$::he0824fea9bb3538e,1132,1359
tokio::runtime::time::entry::TimerEntry::reset::h6464df91aa138574,1240,1358
_$LT$tower..util..map_future..MapFuture$LT$S$C$F$GT$$u20$as$u20$tower_service..Service$LT$R$GT$$GT$::call::h2a369cda70e80bcd,1168,1349
parking_lot::raw_rwlock::RawRwLock::unlock_exclusive_slow::h0c8be1dcae948a06,1216,1349
bd_client_stats_store::Scope::histogram_with_labels::hdc4d20bc0f375536,1216,1343
regex_automata::util::determinize::add_nfa_states::h6180ca67aee951e3,1216,1341
regex_automata::util::prefilter::Choice::new::h7109842b40adbc4c,1224,1341
regex_syntax::ast::parse::ParserI$LT$P$GT$::pop_class::hfefa97f9163ff2f9,1212,1339
bd_client_common::file::read_compressed::h71f8479c5faf8af3,1220,1335
core::ptr::drop_in_place$LT$bd_logger..async_log_buffer..AsyncLogBuffer$LT$bd_logger..log_replay..LoggerReplay$GT$$GT$::hcf9276a85b630c6f,1140,1334
bd_client_common::error::handle_unexpected_error_with_details::h0bd021ed8c946f28,1196,1333
bd_client_common::error::handle_unexpected_error_with_details::h94ecb85395899ece,1196,1333
core::ptr::drop_in_place$LT$bd_artifact_upload..uploader..Uploader$GT$::h67ec1a5a79579d97,1188,1333
_$LT$regex_automata..meta..strategy..ReverseSuffix$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::search::hb13f09700781c8fc,1136,1327
_$LT$bd_proto..protos..workflow..workflow..workflow..State$u20$as$u20$protobuf..message..Message$GT$::merge_from::hbdc5b9e515d4526d,1136,1326
bd_client_common::error::handle_unexpected_error_with_details::h3837503eca9b3fa8,1188,1325
bd_client_common::error::handle_unexpected_error_with_details::h4113a7e6eaf67ad4,1188,1325
bd_client_common::error::handle_unexpected_error_with_details::h9ec675c6c48bd35f,1188,1325
_$LT$regex_automata..meta..strategy..ReverseInner$u20$as$u20$regex_automata..meta..strategy..Strategy$GT$::is_match::h4608e46bddb8d033,1132,1324
core::ptr::drop_in_place$LT$tracing..instrument..Instrumented$LT$bd_logger..consumer..BufferUploadManager..handle_trigger_uploads..$u7b$$u7b$closure$u7d$$u7d$$GT$$GT$::h81bbaedfdea33869,1080,1322
regex_syntax::ast::parse::ParserI$LT$P$GT$::maybe_parse_ascii_class::h872a8cd304c09678,1176,1318
core::ptr::drop_in_place$LT$bd_api..api..Api$GT$::h8065aa9bbbabbd52,1192,1315
bd_client_stats::stats::SnapshotHelper::add_metric::hb2ac182a33cf4cb0,1188,1314
bd_client_stats_store::Scope::counter_with_labels::hf22360786909350c,1188,1313
core::slice::sort::stable::tiny::mergesort::h8b8fc935da660c9f,1200,1313
_$LT$bd_buffer..buffer..volatile_ring_buffer..ProducerImpl$u20$as$u20$bd_buffer..buffer..RingBufferProducer$GT$::commit::h19377569a3b9e057,1116,1312
_$LT$bd_client_common..file_system..RealFileSystem$u20$as$u20$bd_client_common..file_system..FileSystem$GT$::delete_file::_$u7b$$u7b$closure$u7d$$u7d$::h9b6b979c1a999883,1084,1312
_$LT$bd_client_common..file_system..RealFileSystem$u20$as$u20$bd_client_common..file_system..FileSystem$GT$::remove_dir::_$u7b$$u7b$closure$u7d$$u7d$::h1db0b2c9711dd04d,1084,1311
bd_client_common::error::handle_unexpected::h370f6830d1f2a279,1192,1310
bd_client_common::error::handle_unexpected::h679e8a534ca387e8,1192,1310
bd_client_common::error::handle_unexpected::hf0f8b69b96596e31,1192,1310
core::fmt::Formatter::pad::h2c14f0c446fb1e6a,1212,1310
_$LT$capture..session..SessionStrategyConfigurationHandle$u20$as$u20$bd_session..fixed..Callbacks$GT$::generate_session_id::h2b34d94449240a93,1108,1308
tokio::runtime::scheduler::multi_thread::worker::_$LT$impl$u20$tokio..runtime..scheduler..multi_thread..handle..Handle$GT$::schedule_task::_$u7b$$u7b$closure$u7d$$u7d$::h3c579c4dba6642cf,1068,1308
core::ptr::drop_in_place$LT$regex_automata..util..pool..PoolGuard$LT$regex_automata..meta..regex..Cache$C$alloc..boxed..Box$LT$dyn$u20$core..ops..function..Fn$LT$$LP$$RP$$GT$$u2b$Output$u20$$u3d$$u20$regex_automata..meta..regex..Cache$u2b$core..panic..unwind_safe..UnwindSafe$u2b$core..marker..Sync$u2b$core..marker..Send$u2b$core..panic..unwind_safe..RefUnwindSafe$GT$$GT$$GT$::h3a391f6f56d72c0f,852,1305
alloc::sync::Arc$LT$T$C$A$GT$::drop_slow::h64ae87371530402c,1188,1302
